;0;1;2;3;4;5;6;7;8
0;1.0;0.9999999999999999;0.9999999999999999;0.9675881898138192;0.9561634012232259;0.9700680020958978;0.9543532221365512;0.9663187012246498;0.9467048001642633
1;1.0;0.9999999999999999;0.9999999999999998;0.9694652240913911;0.9583740594422739;0.9710493841361472;0.9548433330002406;0.9676265816466113;0.9501401539996196
2;1.0;0.9999999999999999;0.9999999999999998;0.9707602105656441;0.9592089855400239;0.9724616315339185;0.958644141748788;0.9701077182044948;0.9530100050471303
3;1.0;1.0;1.0000000000000002;0.9684876509141371;0.9569890308961991;0.9699669423647617;0.9531623277199812;0.9665373756673815;0.9484169225560234
4;1.0;0.9999999999999998;1.0;0.9691768592453786;0.9571171344825262;0.9706288679000785;0.9548394290416005;0.9678669824262756;0.9505659258377479
5;1.0;1.0;1.0;0.9680766334527742;0.9572975609522913;0.971460847813736;0.957737444436674;0.9673364390023866;0.9467687723646177
6;1.0;1.0;1.0;0.9682840252666333;0.9562674949319558;0.9693958573434174;0.9521387652014717;0.966196594050028;0.9488032810228694
7;1.0;0.9999999999999998;0.9999999999999998;0.9673625318024514;0.9565244412555987;0.970155440417589;0.9541391166713042;0.9660836115877952;0.9458645147638789
8;1.0;1.0;1.0000000000000002;0.9676327328052585;0.9562473590873605;0.9695285534194913;0.9525590836222114;0.9657286072890714;0.9466249012875096
9;1.0;0.9999999999999999;0.9999999999999999;0.9687699250096916;0.9555242453558367;0.9692797733523971;0.9528602048803676;0.9671766477333703;0.9506353468263846
10;1.0;1.0;0.9999999999999998;0.9707913454748613;0.9582093309584755;0.9720311785328474;0.9580624675771089;0.9701332513269786;0.9541419010897112
11;1.0;0.9999999999999999;1.0000000000000002;0.9689434809807984;0.9587927868790216;0.9698679647012973;0.9511780873924037;0.9657629402894481;0.9480495422577842
12;1.0;1.0;0.9999999999999999;0.9661138982553403;0.9543828338518469;0.9692551208747775;0.9535527735715343;0.965719127523255;0.9448721668605153
13;1.0;1.0;1.0;0.9669919422208603;0.9549930596306863;0.9692401023263775;0.9529545291848962;0.9656888445840293;0.9459677399534233
14;1.0;0.9999999999999999;1.0;0.966894345824376;0.9544692468561631;0.9690924899069722;0.9531071629386961;0.9655237546742206;0.9460995779317187
15;1.0;1.0000000000000002;0.9999999999999999;0.9679820232218364;0.9556787227792702;0.9690507970009448;0.9516601284830228;0.9659737460876228;0.9483053342874556
16;1.0;0.9999999999999999;0.9999999999999999;0.9675896215917795;0.9555816965385745;0.9696462322190816;0.9534231321157609;0.9663877240391014;0.9474577972390675
17;1.0;0.9999999999999999;0.9999999999999999;0.9683356454699207;0.9564721800404763;0.9698069935194978;0.9530946235847535;0.9666399035851834;0.9486317803083676
18;1.0;1.0000000000000002;0.9999999999999999;0.9688719821982725;0.9543984439528288;0.9688367691280093;0.9524353778548125;0.967390483252808;0.9521974174388979
19;1.0;1.0000000000000002;1.0;0.9651132933691384;0.9512074757799979;0.9663864018431314;0.9480896269128147;0.963313238595716;0.9442493935772946
20;1.0;0.9999999999999999;1.0;0.9687249218569702;0.955570361063985;0.9688280344118988;0.951460779712894;0.9667134588164801;0.9505413565963337
21;1.0;0.9999999999999999;1.0;0.9671230979469753;0.95491857369681;0.969027122377005;0.9523861634323141;0.9656656184950493;0.9466098959321365
22;1.0;0.9999999999999999;0.9999999999999998;0.9649809904956498;0.9531405014059755;0.9680978279292555;0.9514009567951662;0.964275950734943;0.9427922290960414
23;1.0;0.9999999999999999;1.0000000000000002;0.9669231303394856;0.9537736618494045;0.968785266990741;0.9527480717340446;0.9659974573990314;0.9471688621671581
24;1.0;1.0000000000000002;0.9999999999999999;0.9713317374072847;0.9615223541903812;0.971782371647196;0.953842088680219;0.9681624893428806;0.9525783934514994
25;1.0;0.9999999999999999;1.0000000000000002;0.9658519561031429;0.9527070752429717;0.9677174011176388;0.9505027313478516;0.9642669884766513;0.9450711048379936
26;1.0;0.9999999999999998;0.9999999999999998;0.9686783547627548;0.9563767794068962;0.9703016482659446;0.9546666866280379;0.96745940354195;0.9497052117068743
27;1.0;1.0000000000000002;0.9999999999999999;0.9656039021031086;0.9536961346139178;0.9674350106894335;0.9488245728414063;0.9637277669469151;0.9438345641514967
28;1.0;0.9999999999999997;1.0;0.9674749122785813;0.9560694393932525;0.9691561214615768;0.9516318719181489;0.965033255789801;0.9462156441729599
29;1.0;1.0000000000000002;1.0;0.9672159713617974;0.9553242181496642;0.9694539933096288;0.9531378486680088;0.9663311853283271;0.9469008953643342
