,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Scenario
0,1.0,0.9999999999999998,1.0,0.9551562052694152,0.940231043984989,0.9591545280030584,0.9372740887867066,0.9546317978255474,0.9280485115782194,0.0,-1.7539588023474555,-4.282796980068128,-3.5658496384414544,-5.362821734030615,-5.167751793755146,-5.911539243401109,-4.355265135536487,-5.581115048259586,high
1,1.0,1.0000000000000002,0.9999999999999998,0.9592502931254931,0.9462624205369552,0.961832855043326,0.939276182554747,0.9569353772476772,0.9331984187203884,0.0,-0.3434050060050894,-3.168681669892821,-2.83148069490412,-4.217900398771231,-4.045038773525584,-4.799196995504996,-3.137720292893278,-4.454228245547932,high
2,1.0,1.0,1.0000000000000002,0.9598520161760632,0.9454580079033362,0.9626618610860987,0.9427210493552663,0.9591226937480386,0.9361631695486412,0.0,-0.8879388755838941,-3.040701501429568,-3.090042502563042,-4.6218751019728375,-4.244901776209818,-5.139465324020981,-3.5663750214386605,-4.837909217265842,high
3,1.0,1.0,1.0,0.9525184843289534,0.9347742171344808,0.9549657492300851,0.9302287101458224,0.9522112828488184,0.9276339294646494,0.0,-4.409229951761579,-6.922397460589425,-4.629224152680234,-7.246990658643504,-7.615322554697618,-8.725695505595262,-6.648016226599963,-6.973102061134993,high
4,1.0,0.9999999999999998,1.0,0.9640955845522002,0.9501661191443702,0.9648871020347032,0.9445940168177628,0.9620231829019776,0.942852625843186,0.0,0.8253589779129418,-1.6198564818371972,-1.9556665731400007,-3.1331829623096543,-2.676653525805568,-3.3314894102285364,-1.732531765256082,-2.838247401343144,high
5,1.0,1.0,0.9999999999999996,0.9566514211408472,0.9412027837205972,0.9588893560909696,0.9354420699680704,0.9551597906132632,0.9316495383124664,0.0,-1.7589911360759742,-4.946337407320868,-3.6214868588820814,-5.545606443526905,-5.589980890333495,-6.317999023660428,-4.482769084288949,-5.558254491142868,high
6,1.0,1.0,1.0000000000000002,0.957925807438296,0.9441552136946854,0.9612526928194796,0.93967466647249,0.9569094601233364,0.9321701976246628,0.0,-1.9591917218489288,-3.855311080790468,-3.396355814996488,-4.937632026954749,-4.785562073606232,-5.618035845339555,-4.298463562954497,-5.47255581447638,high
7,1.0,1.0,1.0,0.9519267095524052,0.9343366563476548,0.9560597544946192,0.9339124998228834,0.9524169603879608,0.9246608551692174,0.0,-2.3632573837552853,-4.76254599786656,-3.800357764246947,-5.819079477719948,-5.680756484429399,-6.520853728611923,-4.855546529334437,-5.863650141115629,high
8,1.0,1.0,0.9999999999999998,0.9561793358799396,0.940909420971232,0.9597421548395152,0.9384821835045029,0.9556108771273936,0.9298241630303246,0.0,-1.078348665543175,-3.1637759190918606,-3.1686918946165257,-4.64095762947781,-4.309599537507531,-5.193585637959884,-3.7240518558699423,-5.080782665904763,high
9,1.0,1.0,1.0000000000000002,0.9546975674987764,0.9399467224125668,0.9593619185727946,0.9382520016696708,0.9554704813864368,0.929086954809398,0.0,-4.592138920302532,-6.371442193561748,-4.671030078286646,-6.984554476839346,-7.192493208800961,-8.271240298632437,-6.691038831503273,-7.349347032866607,high
10,1.0,1.0,1.0,0.9565627815550318,0.9403048230862132,0.9585633249387796,0.9354703539726078,0.9547962193629936,0.930971856092338,0.0,0.5132754029901999,-2.874683467731974,-2.722975545862397,-4.437327831083219,-3.905119306499111,-4.466937572857379,-2.5507863548579133,-3.910844417902053,high
11,1.0,1.0000000000000002,1.0,0.9490390679085908,0.9325059617573483,0.9538602683492208,0.9292201410272144,0.9490306131690024,0.9192172980959048,0.0,-3.690713489991572,-5.920190800380341,-4.508824418416698,-6.8009708425063815,-6.871406015559909,-7.96107458282506,-6.179342571563174,-7.08030113491107,high
12,1.0,1.0,1.0,0.958486887385588,0.9441595236956958,0.9606640052503576,0.937951152928624,0.956819267144258,0.9338593973372208,0.0,-1.766448274984465,-4.04714445988429,-3.416119368417621,-5.200828245907106,-5.05695886955042,-5.984045114753863,-4.28283991142372,-5.263532692044966,high
13,1.0,1.0,1.0000000000000002,0.9535674374458216,0.9377273088368469,0.9573060382278517,0.9342632604674082,0.9535104236255928,0.9275868892980216,0.0,-3.7724620780204345,-6.2988706252589965,-4.519536676802229,-6.8616890393303285,-7.054951823571297,-8.05354226320128,-6.222960749993768,-7.015825398146307,high
14,1.0,0.9999999999999998,1.0000000000000002,0.9606404100817072,0.946953804069174,0.963089640895342,0.9425492713320712,0.9589316373386044,0.9360862747404918,0.0,0.6804333572220498,-1.7525606363924695,-2.343808304828106,-3.4988635968418658,-3.037272570154752,-3.931786872759312,-2.2475692700885053,-3.673978164027033,high
15,1.0,0.9999999999999998,1.0,0.9547537327049512,0.940246892123184,0.9580752101720628,0.9341234890567768,0.9532469836711808,0.927188345096137,0.0,-2.2242370123902875,-4.814018966253054,-3.778586821315098,-5.861409507083644,-5.82137830581783,-6.854785005169739,-4.875288309864585,-5.734919341614739,high
16,1.0,0.9999999999999998,1.0,0.9561427593604676,0.940212364476792,0.9595050354161196,0.938386411820314,0.9560355027284853,0.9314084725357984,0.0,-2.00196468588608,-4.86801396316322,-3.791323493712235,-5.812398220447113,-5.772860864645562,-6.692817943904076,-4.775073510897626,-5.814841103177705,high
17,1.0,1.0,1.0,0.9561111399637324,0.9410232521979626,0.958630019475541,0.9348577643889638,0.95417973044071,0.9300437354011482,0.0,-0.5539020340791868,-4.5798791896833375,-3.512421634574666,-5.621771007510093,-5.369584142661309,-5.9557513129111,-3.8100716842094298,-5.148418073686816,high
18,1.0,1.0,1.0,0.9583529092229992,0.9437627389165688,0.9621124452393004,0.9425751779573128,0.9582073784456672,0.9336529416725868,0.0,-1.050807674661405,-4.016504687977799,-3.2872320194116527,-5.023479031760548,-4.818955929803823,-5.460822172804901,-3.7949854340465214,-5.0469226612688285,high
19,1.0,1.0000000000000002,0.9999999999999998,0.954116197486856,0.9378877909901242,0.9574854637372198,0.9346816345004606,0.9539485994155512,0.9281056690003155,0.0,-3.354665541354697,-5.090398412491694,-4.036496078609836,-6.165218857035959,-6.069479949559211,-7.016212415380207,-5.48304550443143,-6.227234244926572,high
20,1.0,1.0,1.0000000000000002,0.9565876105667348,0.9410117841514284,0.9603325178902772,0.9401590354110484,0.9568465437097324,0.931718786901465,0.0,-1.9115430211873667,-3.929089051335855,-3.662022195338147,-5.563411226314419,-5.113807738058941,-5.9191820318471216,-4.4431151981137695,-5.665442590477891,high
21,1.0,1.0,1.0,0.957277470200948,0.9435582111337216,0.9606359330293152,0.9385524137838418,0.955982154774164,0.9309675351906374,0.0,-1.4887009421069248,-3.680111929106347,-3.4957580817788965,-5.225778224414877,-4.887519764000021,-5.829172799852028,-4.208604238324498,-5.49094139724163,high
22,1.0,1.0000000000000002,1.0,0.9607164086316002,0.9445288203576344,0.962489413404867,0.943120300318682,0.9602146341745657,0.9387617373111368,0.0,0.015237325349806,-1.8904213990949,-2.366360231498983,-3.626986526225764,-3.1000163784095007,-3.850061234045256,-2.433475343084702,-3.613508414266639,high
23,1.0,1.0,1.0000000000000002,0.957766094819898,0.9418529812682408,0.9598755014517008,0.9377440055914964,0.9562440394276888,0.9329677558489486,0.0,0.3869158046357138,-3.230768968630074,-2.6836840348791697,-4.241029523678843,-3.9736136951319327,-4.492482099280696,-2.6289053809958296,-3.982557512074034,high
