,0,1,2,3,4,5,6,7,8,Scenario
1,0.0,2.2554433575235704,-0.4095333969862937,-1.5726670827838596,-2.344141313821086,-1.5402948000850143,-1.915922966938468,-0.6533264358789915,-2.4519384185746462,gendisc
2,0.0,2.853919349926177,-0.9289696126380202,-1.6630580634487708,-2.6177511522248027,-1.9352464013207848,-2.305564175985651,-0.5734071493864268,-2.4579765291485103,gendisc
3,0.0,4.777894553479937,0.0149661654533508,-0.856719478254255,-1.7810928176006735,-0.7804168705679422,-0.6091928193578791,1.1750493770854915,-0.8261052695732012,gendisc
4,0.0,0.7164213275470845,-1.7563494685082812,-2.081187093301255,-3.132715678328523,-2.6973157917576582,-3.2473904523093213,-1.869914883184331,-3.222983815717021,gendisc
5,0.0,4.5785634836166365,2.23224118168606,-0.2210533523406727,-0.460657530098136,0.7048146834520032,0.281163944339519,1.596369870555754,-0.2072234921717884,gendisc
6,0.0,2.1840914268234344,-0.2860591721272695,-1.3931221768802935,-2.2775976257298494,-1.4005966961378968,-1.686026788419275,-0.4470341629934733,-1.9660141708413972,gendisc
7,0.0,1.6312371055506476,-0.3221771212158765,-1.391166619311526,-2.2628610770969333,-1.4420624293155744,-1.786272079284897,-0.6738330991416648,-1.9718259404761969,gendisc
8,0.0,3.054425087343304,-1.368404587227498,-1.5607881031548174,-2.712087481681736,-2.002517875397907,-1.953118096344408,-0.2573410405984733,-2.0448432581055864,gendisc
9,0.0,4.101885382042288,0.1844648691076004,-1.0821896939861866,-1.905573690787576,-0.875002455009822,-0.949115781414996,0.6446528440010757,-1.3891899551304936,gendisc
10,0.0,2.872714703577884,-0.4092449311849518,-1.2223781219208212,-1.9145445818334668,-1.2881760005077108,-1.576036515243694,-0.1202322067266599,-1.808301385507595,gendisc
11,0.0,3.5629299933514265,0.3149219256967869,-0.922298959176608,-1.7818538337067629,-0.7402207310440833,-0.8009811430801469,0.6290890758643632,-1.0265694961508145,gendisc
12,0.0,4.010918189508914,0.0557547858714417,-1.3072488775718671,-2.1369507247648003,-1.0881412565825006,-1.233937530379236,0.3761929509887237,-1.8492019126220267,gendisc
13,0.0,4.987085333817585,1.3732881556383825,-0.3897927770489283,-0.6972312282287677,0.2399628136636076,-0.0029216329064202,1.557415217620292,-0.4855608448294634,gendisc
14,0.0,2.337810986939163,-1.2177744581369483,-1.6050837760390133,-2.536983319079812,-2.0147464945689264,-2.3223918192383954,-0.7273498451654264,-2.3566732078325683,gendisc
15,0.0,3.084361173698269,-0.4747519260268938,-1.4586948971742395,-2.38608126221092,-1.5696621152768546,-1.89648939619735,-0.2330089058451795,-2.060086024726582,gendisc
16,0.0,1.9640078430418664,-0.8243273997099537,-1.4773374496981695,-2.574157838178333,-1.911611664928756,-2.384143282710242,-0.7363054531044415,-1.9231391742024837,gendisc
17,0.0,1.2120727003416083,-1.0968924581792214,-1.5395862423827695,-2.469885717950881,-2.0042977509422144,-2.48247124501379,-1.125669098777754,-2.21600417205874,gendisc
18,0.0,0.4193000242677087,-1.8840142878742132,-2.147714106382501,-3.557794804428181,-2.9104873048152053,-3.337338679482856,-1.931315353232262,-2.993311022676271,gendisc
19,0.0,1.8662375837924363,-0.6126554523645833,-1.5765938965086832,-2.504145423494414,-1.861888074767823,-2.529471484605256,-0.9375677493613456,-2.303634981561308,gendisc
20,0.0,1.742198859282575,-1.0308663298272378,-1.7304558550878415,-2.6186185656458587,-2.025949268207127,-2.474955506173293,-1.07934447526916,-2.6649708157134677,gendisc
21,0.0,5.126215869400186,2.657673419417878,-0.2028267580184019,-0.4531231342891501,1.02438701346062,0.7940241257214031,1.976753800081089,-0.1600805238786675,gendisc
22,0.0,4.430773304106109,2.1507243458867333,-0.3683503643694078,-0.7128005466649561,0.5279389321170385,0.0767495147524521,1.4167500692074255,-0.4043451510785148,gendisc
23,0.0,2.630141802990135,-0.0606232361045064,-1.2531144996952477,-2.2157968883652925,-1.1966880478349362,-1.3613636896280172,-0.0683697803323879,-1.5981731148709233,gendisc
24,0.0,4.852361754615441,1.64049693960928,-0.5020422399692883,-0.9218512617022732,0.2882152055092074,0.0888775794800438,1.501938326763843,-0.603046316848889,gendisc
25,0.0,6.104220028445611,1.8426425519826684,-0.1591964518487497,-0.6426843602547979,0.6224761320543183,0.6134924174393735,2.3614221217409943,0.1653710715735485,gendisc
26,0.0,1.7087996081971433,-0.1434455134601523,-1.6210030967621718,-2.5037589832807683,-1.6179753613201575,-2.2805319883706368,-0.9561374120360444,-2.4459274916308407,gendisc
27,0.0,4.597020581554634,0.9449788911694502,-0.5705055104308095,-0.9891838139085872,-0.0640739295241598,-0.1884836914350809,1.2767713263581173,-0.7450058213177888,gendisc
28,0.0,2.66698588328189,-0.2744475816814349,-1.3617550540514058,-2.26996529430106,-1.4704370015139552,-1.924530046480514,-0.3243770883296084,-1.8856383039542897,gendisc
29,0.0,6.588829264481143,2.486556160971413,0.0260403618430345,-0.202582497276661,1.222209572151946,1.3293411603630436,2.7998541016255536,0.2890101443048203,gendisc
0,0.0,3.5111121893800297,0.6978140253737262,-1.0607834842503618,-1.7651275990396158,-0.6735673929362915,-1.0121836469499803,0.3972781873748957,-1.465175921670181,linedisc
1,0.0,3.410338021505348,-0.0893474389064576,-1.0869288738299383,-1.829265437613066,-1.0347109167688726,-1.2226101273766616,0.2869707158033184,-1.4774050028067751,linedisc
2,0.0,3.1576036643485805,1.6862296994305597,-0.6600287805137647,-1.083170431518776,0.0701526705415478,-0.4568517146343903,0.6305423828362418,-0.9220283718157816,linedisc
3,0.0,3.9219987834266616,1.1362773947756055,-0.6618280634070647,-1.1435552919796106,-0.15365550072942,-0.5083740662395806,0.8988010236453605,-0.8688812120112598,linedisc
4,0.0,2.9389985834699277,-0.1976806641274385,-1.1542570766105409,-1.920974595992738,-1.1608830117100262,-1.403053250585287,0.027825626513827,-1.5918116756505674,linedisc
5,0.0,5.644278559247674,3.262027202311196,-0.0155567752955536,-0.0088318940917623,1.5130493239060618,1.2128279284409602,2.3301670988078778,-0.0341014834062861,linedisc
6,0.0,3.3323056687390973,0.0704555787649137,-1.2734847843252812,-2.090462310002136,-1.183286656155759,-1.5842113802589126,0.042114143985152,-1.787528126517641,linedisc
7,0.0,2.3525908184294377,-0.015908546373054,-1.410816983959295,-2.041855379611806,-1.255302662594755,-1.7610192675861582,-0.5069123451851891,-2.259436048159959,linedisc
8,0.0,3.6488399435425154,0.9685395898474802,-0.7707236518753168,-1.148845227270142,-0.3045749268463609,-0.7888174633278215,0.6062816841895167,-1.198236310063696,linedisc
9,0.0,5.043216739293504,2.771730924136142,-0.0134413954534903,-0.2337302507045603,1.10043377668716,0.6891350489834454,2.026234113601087,0.1985115928724528,linedisc
10,0.0,3.891837578208135,0.7576732403597434,-0.6541677292037241,-1.3751692118104784,-0.3501973678190538,-0.4767667863056696,0.9775018828125352,-0.6110420879298967,linedisc
11,0.0,3.319149569575118,1.0094983074618349,-0.8710739113234158,-1.347480075256411,-0.5034990937157587,-1.2386106339378935,0.3104026907193752,-1.3033654587612622,linedisc
12,0.0,0.5382593364079458,-1.3327179955790782,-2.1515999830713457,-3.198431801068669,-2.5331995049797533,-3.1216191457106097,-1.94038702253514,-3.3662930007349354,linedisc
13,0.0,3.612812131401103,0.9942138476790164,-0.7999546680714181,-1.2494695478186444,-0.2385341440529099,-0.5143347396278368,0.6879892872052586,-1.187092936703365,linedisc
14,0.0,5.369976811171238,1.7029309131763948,-0.331844109395121,-0.7901002371886429,0.4604504862436341,0.4138408053786728,1.915883359677712,-0.215602584405288,linedisc
15,0.0,3.641182638457869,0.5577575222236226,-0.9137224701860708,-1.5601881032596745,-0.61313024296567,-0.8877283122801348,0.563090860943877,-1.2210583904836314,linedisc
16,0.0,2.50073826673242,-0.5381913991154892,-1.3560761807925172,-2.2310515196357823,-1.5028020211572743,-1.7799494819934825,-0.3453613723725053,-1.900105369698804,linedisc
17,0.0,2.9884266749161146,0.1311082975921174,-1.0460700119760735,-1.7511063154191642,-1.0154547197772417,-1.4754671609343886,0.0748675833602675,-1.433202283598284,linedisc
18,0.0,4.585763956049274,1.120702438452427,-0.6084195557487309,-1.3723284408406675,-0.2643329575750562,-0.6035252265830104,1.222481828700828,-0.4770555973673851,linedisc
19,0.0,3.795754440227856,0.0547799846984599,-1.036131325191918,-1.9075120771539555,-1.0334243262204337,-1.2995426819620088,0.4759916101355296,-1.2509263143160425,linedisc
20,0.0,3.737585167211136,1.7957666015838496,-0.6538035119107903,-1.075664315317811,0.0642150071668918,-0.6060166612908837,0.7883923677583969,-0.9128519099268776,linedisc
21,0.0,3.1728739287089804,0.2607522315035521,-1.1657533845601276,-1.9386204961549471,-0.9884925613949014,-1.342816737872086,0.1247948599804371,-1.612866716986965,linedisc
22,0.0,0.5007351316364934,-1.1559257309535031,-2.2148537762862444,-3.165772441125558,-2.4885405373113096,-3.206001808143008,-2.054565832464315,-3.5976489255118977,linedisc
23,0.0,3.1852251344274407,0.0502353335811744,-1.1725838901513592,-2.034613455652262,-1.053939733592702,-1.2264635008217504,0.1912998006863189,-1.5378014000286129,linedisc
24,0.0,2.9715729525806567,-0.4533263155787893,-1.0558550144386185,-1.8070418135440884,-1.3399359095879804,-1.7938863394495264,-0.0274542099135776,-1.4013207390637146,linedisc
25,0.0,3.9238988357450326,-0.4983094371106531,-1.23245578214101,-2.2172586386226985,-1.3809310886473427,-1.46657482231563,0.3693005314655431,-1.5390495708543983,linedisc
26,0.0,3.538257177148287,0.4173255637480035,-0.9435187114848468,-1.5621591761494678,-0.660998481408873,-0.8830656776718545,0.4979782148718494,-1.309313117675393,linedisc
27,0.0,0.9936213995695202,-1.107885549889726,-1.9493174720134496,-2.966414564805427,-2.38341215191019,-3.136986975388236,-1.6601956500174166,-2.9819327315109203,linedisc
28,0.0,5.438506270142138,1.7194825827446496,-0.2303573721059751,-0.5493452923121527,0.4867977088903603,0.2371444656020342,1.9045994291313688,-0.1468135383001352,linedisc
29,0.0,0.8355328609100716,-1.2190206821002734,-1.7723849202314947,-2.905089999897682,-2.284547925897684,-2.7757895984377483,-1.4410027602055486,-2.49649175995283,linedisc
